APP,API involked,Value 1,Value 2,Information Type,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.ads.FlurryAdTargeting.setAge,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.kiloo.subwaysurf,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.dropbox.android,,,,,,,,,,,,,,,,,,,,,,,,,
com.imangi.templerun,com.google.firebase.analytics.FirebaseAnalytics.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.imangi.templerun,com.google.firebase.analytics.FirebaseAnalytics.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.imangi.templerun,com.google.firebase.analytics.FirebaseAnalytics.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.antivirus,,,,,,,,,,,,,,,,,,,,,,,,,
com.melodis.midomiMusicIdentifier.freemium,io.branch.referral.Branch.setIdentity,ce3b1e33-8e03-4664-aafc-8d50f474a442,,Ads ID,,,,,,,,,,,,,,,,,,,,,
org.mozilla.firefox,com.leanplum.Leanplum.setDeviceId,d7b5a231-9cc6-49ac-b479-b6d5c3290543,,,,,,,,,,,,,,,,,,,,,,,
com.game.SkaterBoy,,,,,,,,,,,,,,,,,,,,,,,,,
com.game.JewelsStar,,,,,,,,,,,,,,,,,,,,,,,,,
com.ebay.mobile,,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,device_api_level,25,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,device_os_version,7.1.1,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,device_manufacturer,motorola,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,device_brand,google,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,device_model,Nexus 6,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,device_serial,ZX1G22KHQK,serial number,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.bbm,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,device_serial,ZX1G22KHQK,Serial number,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,locale,en_US,,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,app_language,en_US,,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,current_bible,1,,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.appsflyer.AppsFlyerLib.setCustomerUserId,null,,,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.appsflyer.AppsFlyerLib.setCustomerUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.sirma.mobile.bible.android,com.appsflyer.AppsFlyerLib.setCustomerUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.weather.Weather,,,,,,,,,,,,,,,,,,,,,,,,,
com.imdb.mobile,com.tune.Tune.setUserId,ur98039517,,,,,,,,,,,,,,,,,,,,,,,
com.zeptolab.ctr.ads,com.mixpanel.android.mpmetrics.MixpanelAPI.identify,757601f43fe6cab0,,android_id,,,,,,,,,,,,,,,,,,,,,
com.zeptolab.ctr.ads,com.mixpanel.android.mpmetrics.MixpanelAPI.identify,,,,,,,,,,,,,,,,,,,,,,,,
com.zeptolab.ctr.ads,com.mixpanel.android.mpmetrics.MixpanelAPI.identify,757601f43fe6cab0,,Android ID,,,,,,,,,,,,,,,,,,,,,
com.leftover.CoinDozer,com.ironsource.mediationsdk.IronSource.setUserId,fd1f192b-0c5a-4e0d-a838-fe44ec404a15,,,,,,,,,,,,,,,,,,,,,,,
jp.naver.linecamera.android,com.tune.Tune.setAndroidId,757601f43fe6cab0,,android_id,,,,,,,,,,,,,,,,,,,,,
jp.naver.linecamera.android,com.tune.Tune.setDeviceId,355458061189396,,IMEI,,,,,,,,,,,,,,,,,,,,,
com.metago.astro,,,,,,,,,,,,,,,,,,,,,,,,,
com.natenai.glowhockey,,,,,,,,,,,,,,,,,,,,,,,,,
tunein.player,io.branch.referral.Branch.setIdentity,ada4d315-1ce3-405a-be01-0f35c32c2caf,,,,,,,,,,,,,,,,,,,,,,,
tunein.player,com.crashlytics.android.Crashlytics.setUserIdentifier,20966de0-9f3a-4eaf-aadf-1ff3e944099e,,,,,,,,,,,,,,,,,,,,,,,
tunein.player,com.appsflyer.AppsFlyerLib.setCustomerUserId,3dacafa6-1277-49b6-981e-53793b161b04,,,,,,,,,,,,,,,,,,,,,,,
com.mrnumber.blocker,com.crashlytics.android.Crashlytics.setUserIdentifier,eQ2CDhfdkaM,,,,,,,,,,,,,,,,,,,,,,,
com.mrnumber.blocker,com.google.firebase.analytics.FirebaseAnalytics.setUserId,757601f43fe6cab0,,android_id,,,,,,,,,,,,,,,,,,,,,
com.mrnumber.blocker,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,app_version_code,80202,,,,,,,,,,,,,,,,,,,,,,
com.mrnumber.blocker,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,block_calls,scam,,,,,,,,,,,,,,,,,,,,,,
com.mrnumber.blocker,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,show_alerts,postcall,,,,,,,,,,,,,,,,,,,,,,
com.mrnumber.blocker,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,permissions_granted,sms,,,,,,,,,,,,,,,,,,,,,,
com.mrnumber.blocker,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,block_list_count,0,,,,,,,,,,,,,,,,,,,,,,
com.distinctdev.tmtlite,com.applovin.adview.AppLovinIncentivizedInterstitial.setUserIdentifier,e00c79c8993fbd62,,,,,,,,,,,,,,,,,,,,,,,
com.game.BMX_Boy,,,,,,,,,,,,,,,,,,,,,,,,,
com.alarmclock.xtreme.free,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,f0d01224-c1e8-409e-954b-cae9ce4ca093,guid,,,,,,,,,,,,,,,,,,,,,,
com.alarmclock.xtreme.free,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,app_version_code,70000678,,,,,,,,,,,,,,,,,,,,,,
com.alarmclock.xtreme.free,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.alarmclock.xtreme.free,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.paypal.android.p2pmobile,,,,,,,,,,,,,,,,,,,,,,,,,
com.ismaker.android.simsimi,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,app_version,6.8.5.5,,,,,,,,,,,,,,,,,,,,,,
com.ismaker.android.simsimi,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,country_code,null,,,,,,,,,,,,,,,,,,,,,,
com.ismaker.android.simsimi,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,language_code,,,,,,,,,,,,,,,,,,,,,,,
com.dictionary,com.google.firebase.analytics.FirebaseAnalytics.setUserId,98b3f52d5ddfebf74a187d610d3af0d0978d57ca,,,,,,,,,,,,,,,,,,,,,,,
com.dictionary,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,WOTD_Daily_PN,enabled,,,,,,,,,,,,,,,,,,,,,,
com.dictionary,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,Upgrades,[],,,,,,,,,,,,,,,,,,,,,,
com.dictionary,com.google.firebase.analytics.FirebaseAnalytics.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.dictionary,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.dictionary,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
mmapps.mirror.free,,,,,,,,,,,,,,,,,,,,,,,,,
mmapps.mirror.free,,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
cn.wps.moffice_i18n,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
com.etermax.apalabrados.lite,,,,,,,,,,,,,,,,,,,,,,,,,
com.etermax.apalabrados.lite,,,,,,,,,,,,,,,,,,,,,,,,,
com.etermax.apalabrados.lite,,,,,,,,,,,,,,,,,,,,,,,,,
com.scoompa.voicechanger,com.flurry.android.FlurryAgent.setUserId,757601f43fe6cab0,,android_id,,,,,,,,,,,,,,,,,,,,,
com.scoompa.voicechanger,com.flurry.android.FlurryAgent.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.scoompa.voicechanger,com.flurry.android.FlurryAgent.setUserId,757601f43fe6cab0,,Android ID,,,,,,,,,,,,,,,,,,,,,
com.game.BubbleShooter,,,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,,,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.tune.Tune.setFacebookUserId,e00477a2-3a56-400e-a0d8-2cce109487bc,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.tune.Tune.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.tune.Tune.setGoogleUserId,75492207034640871883346441088709772642,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.tune.Tune.setFacebookUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.tune.Tune.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.tune.Tune.setGoogleUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.tune.Tune.setFacebookUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.tune.Tune.setUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.clearchannel.iheartradio.controller,com.crashlytics.android.Crashlytics.setUserIdentifier,,,,,,,,,,,,,,,,,,,,,,,,
com.vkontakte.android,com.crashlytics.android.Crashlytics.setUserIdentifier,0,,,,,,,,,,,,,,,,,,,,,,,
com.vkontakte.android,com.crashlytics.android.Crashlytics.setUserName,DELETED,,,,,,,,,,,,,,,,,,,,,,,
com.joelapenna.foursquared,com.appsflyer.AppsFlyerLib.setCustomerUserId,526098134,,,,,,,,,,,,,,,,,,,,,,,
com.game.basketballshoot,,,,,,,,,,,,,,,,,,,,,,,,,
com.cardinalblue.piccollage.google,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,cbid,4c104793-0d61-3892-9ee6-c555332f6048,,,,,,,,,,,,,,,,,,,,,,
com.cardinalblue.piccollage.google,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,pc_user_id,24268838,,,,,,,,,,,,,,,,,,,,,,
com.cardinalblue.piccollage.google,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.cardinalblue.piccollage.google,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.smule.magicpiano,,,,,,,,,,,,,,,,,,,,,,,,,
at.ner.lepsWorld3Plus,,,,,,,,,,,,,,,,,,,,,,,,,
at.ner.lepsWorld3Plus,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,LevelTrackingUser,2.0.1.3,,,,,,,,,,,,,,,,,,,,,,
at.ner.lepsWorld3Plus,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
si.modula.android.instantheartrate,,,,,,,,,,,,,,,,,,,,,,,,,
com.ea.games.simsfreeplay_na,,,,,,,,,,,,,,,,,,,,,,,,,
com.mobilityflow.torrent,,,,,,,,,,,,,,,,,,,,,,,,,
hu.tonuzaba.android,,,,,,,,,,,,,,,,,,,,,,,,,
com.biggu.shopsavvy,,,,,,,,,,,,,,,,,,,,,,,,,
com.xinmei365.font,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,x_country,US,,,,,,,,,,,,,,,,,,,,,,
com.xinmei365.font,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,x_language,en,,,,,,,,,,,,,,,,,,,,,,
com.xinmei365.font,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,channel,google,,,,,,,,,,,,,,,,,,,,,,
com.xinmei365.font,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,x_manufacturer,motorola,,,,,,,,,,,,,,,,,,,,,,
com.xinmei365.font,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,x_time_zone,America/Chicago,,,,,,,,,,,,,,,,,,,,,,
com.xinmei365.font,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,x_screen_size,1440x2392,,,,,,,,,,,,,,,,,,,,,,
com.xinmei365.font,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,x_screen_density_dpi,560,,,,,,,,,,,,,,,,,,,,,,
at.nerbrothers.SuperJump,,,,,,,,,,,,,,,,,,,,,,,,,
at.nerbrothers.SuperJump,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,LevelTrackingUser,3.0.6,,,,,,,,,,,,,,,,,,,,,,
at.nerbrothers.SuperJump,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.herocraft.game.raceillegal,,,,,,,,,,,,,,,,,,,,,,,,,
com.talkray.client,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,,,,,,,,,,,,,,,,,,,,,,,,
com.talkray.client,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,metal,New,,,,,,,,,,,,,,,,,,,,,,
com.talkray.client,com.google.firebase.analytics.FirebaseAnalytics.setUserProperty,CCode,us,,,,,,,,,,,,,,,,,,,,,,
com.ludia.dragons,,,,,,,,,,,,,,,,,,,,,,,,,
com.ludia.dragons,,,,,,,,,,,,,,,,,,,,,,,,,
com.ludia.dragons,,,,,,,,,,,,,,,,,,,,,,,,,
com.omgpop.dstfree,,,,,,,,,,,,,,,,,,,,,,,,,
com.cootek.smartinputv5,com.appsflyer.AppsFlyerLib.setAndroidIdData,757601f43fe6cab0,,android_id,,,,,,,,,,,,,,,,,,,,,
com.cootek.smartinputv5,com.appsflyer.AppsFlyerLib.setCustomerUserId,f27ab705-5091-42a5-91f5-63fab5857b00,,,,,,,,,,,,,,,,,,,,,,,
com.cootek.smartinputv5,com.appsflyer.AppsFlyerLib.setAndroidIdData,,,,,,,,,,,,,,,,,,,,,,,,
com.cootek.smartinputv5,com.appsflyer.AppsFlyerLib.setCustomerUserId,,,,,,,,,,,,,,,,,,,,,,,,
com.cootek.smartinputv5,com.appsflyer.AppsFlyerLib.setAndroidIdData,757601f43fe6cab0,,Android ID,,,,,,,,,,,,,,,,,,,,,
com.gameloft.android.ANMP.GloftSIHM,,,,,,,,,,,,,,,,,,,,,,,,,
